name,address,postcode,state,city,phone,email,principal_name,latitude,longitude
Taska Permata Ilham,"Apartment Dahlia No 2-108, Blok 2, Jalan Dinar U3/2, Seksyen U3, Jalan Dinar U3/2, Taman Subang Perdana, 40150 Shah Alam, Selangor",40150,Selangor,Shah Alam,+60 13-202 6967,,,3.1531048,101.5451909
Malaya International Preschool,"1, Lorong 1/KS5, off, Jalan Sentul, Pandamaran, 42000 Pelabuhan Klang, Selangor",42000,Selangor,Port Klang,+60 16-285 0141,,,3.0123578,101.4125029
Pusat Jagaan Kanak-kanak Ceria Ummah,"1, Jalan 6/26, Taman Putra Perdana, 47130 Puchong, Selangor",47130,Selangor,Puchong,+60 16-653 7504,,,3.058118,101.6339176
Brainy Bunch Montessori Playschool Alam Budiman,"NO. 2, JALAN PULAU LUMUT P U10, 76G, TAMAN, Alam Budiman, 40150 Shah Alam, Selangor",40150,Selangor,Shah Alam,+60 19-268 1425,gkloof@gmail.com,Guillaume Kloof,3.1415994,101.4817512
Taska Desa Impiana(Swasta),"Clubhouse Desa Impiana, Jalan Prima 1, Taman Puchong Prima, 47150 Puchong, Selangor",47150,Selangor,Puchong,+60 12-912 0877,taskadesaimpiana@gmail.com,,2.9952173,101.5931779
Sujan Sebi,"No. 1088, Jalan Selamat,Kampung Sungai Udang, Klang,41250, 41100 Klang, Selangor",41100,Selangor,Klang,+60 3-3372 8318,,,3.041439,101.422146
TADIKA PASTI,"Jln Haji Nasir, 45000 Batang Berjuntai, Selangor",45000,Selangor,Bestari Jaya,+60 19-669 8586,wanazuan9441@gmail.com,,3.3353111,101.4018859
Little Caliphs Taman Mutiara Indah,"No 22-1, No 22, 2, Jln Mutiara 1/1, Taman Mutiara Indah, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 11-1666 0027,,,2.9894876,101.6354344
House of Cambridge Kindergarten Kepong,"2, Jalan 2/39, Taman Petaling Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-6274 1800,,,3.1964393,101.6507049
Pasti Taman Jasmin,"Jalan Jasmin 19, Taman Jasmin, 43000 Bangi, Selangor",43000,Selangor,Bangi,+60 11-3155 0205,,,2.9805983,101.8077156
Tadika Suria Cergas,"No. 125, Jalan Waras 3, Taman Connaught, 56000, Cheras, Kuala Lumpur, Wilayah Persekutuan, 56000 Cheras, Kuala Lumpur",56000,Federal Territory of Kuala Lumpur,"Cheras, Kuala Lumpur",+60 3-9133 9003,,,3.0842065,101.7370576
3Q MRC TAMAN MAYANG (Kindergarten),"18, Jalan SS 24/25, Taman Megah, 47301 Petaling Jaya, Selangor",47301,Selangor,Petaling Jaya,+60 17-705 4879,3q-sel-tmy@mrc.edu.my,,3.1198146,101.6081197
Tadika Era Zarah,"2, Lorong Bendahara 48a, Taman Sejati, 41200 Klang, Selangor",41200,Selangor,Klang,+60 12-348 4768,,,3.015235,101.4722987
TADIKA DAYA MINDA UTAMA,"40 & 42, Jalan Cempaka Wangi 3, Taman Cempaka, 42700 Banting, Selangor",42700,Selangor,Banting,+60 14-324 1869,,,2.8017298,101.4943748
TASKA ISLAM MUTIARA,"67, Jalan SP 8/1, Taman Saujana Puchong, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 13-942 5677,,,2.996596,101.6396552
Transform Us Childcare Centre & Kindergarten - HQ,"No, 10, Persiaran Desa Pinggiran Putra 4a, Desa Pinggiran Putra, 43800 Kajang, Selangor",43800,Selangor,Kajang,+60 13-311 9988,,,2.900981,101.7053394
Tadika Al Baghdadi Batu 9 Cheras,"No. 57 Tingkat, Taman Masria, 1, Jln Medan Masria, Pekan Batu 9, 43200 Cheras, Selangor",43200,Selangor,Cheras,+60 13-621 6258,,,3.0796913,101.7579985
Little Dreamers Childcare Centre,"Block A, Ground Floor, Trinity Aquata Residence, No.2, Jalan 1/141 No.2, Jalan 1/141, Off, Sungai Besi Expy, 57100 Wilayah Persekutuan, Federal Territory of Kuala Lumpur",57100,Federal Territory of Kuala Lumpur,Wilayah Persekutuan,+60 17-673 3938,,,3.0792754,101.7044306
Victoriashire International School (VIS),"1-1, Jalan Putra Mahkota 7/5C, Pusat Bandar Putra Point, 47650 Subang Jaya, Selangor",47650,Selangor,Subang Jaya,+60 12-269 2488,cherry@victoriashire.edu.my,,2.9963494,101.5713101
"Tadika Dzul Iman Alam Megah, Seksyen 28 Shah Alam","Jalan Teluk Mengkuang 28/15, Taman Alam Megah, 40400 Shah Alam, Selangor",40400,Selangor,Shah Alam,+60 17-202 8087,ofisadmin@dzuliman.com,,3.0091476,101.5700355
QPanda Preschool,"15-17, Jalan Mempelam, Taman Seri Jarum, 42600 Jenjarom, Selangor",42600,Selangor,Jenjarom,+60 11-2676 5707,,,2.873759,101.4928879
Tadika Anak Cerdas,"1, Jalan Wawasan 2/17, Puchong Persiaran Wawasan, Pusat Bandar Puchong, Puchong, 47100, Puchong, Selangor, 47100",47100,Selangor,Puchong,+60 3-5882 7051,info@kiddy123.com,,3.0301653,101.624792
Taska Universal,"2, Jalan Makyong 2N/Ku5, Bandar Bukit Raja, 41050 Klang, Selangor",41050,Selangor,Klang,+60 13-413 5108,,,3.082773,101.428438
Pusat Jagaan Kanak-kanak Irdina,"Bandar Tasik Puteri, 68100 Rawang, Selangor",68100,Selangor,Rawang,+60 3-6034 2363,,,3.2784281,101.5001
Tadika Integrasi & SRI Terang Hati,"No 45, 1, Jalan 2a/27a, Seksyen 1 Wangsa Maju, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",53300,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 19-260 4624,,,3.2029451,101.7309661
"3Q MRC Junior Bremmall, Jinjang","18, Jalan Jambu Jerteh, Taman Sri Delima, 52000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 19-355 2588,3q-kul-jsn2@mrc.edu.my,,3.2042575,101.66612
"KinderHive Kota Damansara Section 8, Selangor","Seksyen 8, 26-1, Jalan Pekaka 8/4, Kota Damansara, 47810 Petaling Jaya, Selangor",47810,Selangor,Petaling Jaya,+60 14-369 8452,,,3.1757922,101.5753644
Tadika Mawar Bestari,"2, Jalan BB 7/3, Taman Banting Baru, 42700 Banting, Selangor",42700,Selangor,Banting,+60 3-3120 1675,,,2.8147038,101.4568627
Tadika La Salle,"No. 114, Jalan Tengku Kelana, Kawasan 1, 41000 Klang, Selangor",41000,Selangor,Klang,+60 3-3371 3053,,,3.0372492,101.4443884
Taska Permata Penyayang Klang(Swasta),"2, Jln Tengku Kelana 2, Kawasan 1, 41200 Klang, Selangor",41200,Selangor,Klang,+60 3-7880 1367,,,3.0383456,101.446842
"Tadika , Kepong","3, Jalan Rimbunan Melati 2, Laman Rimbunan, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 12-393 5634,,,3.2196348,101.6492287
Raudhatul Daie Kindergarten,"33-1 & 33-2, Jalan Seri Putra 1/10, Persiaran Seri Putra 1, Bandar Seri Putra, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 11-1955 0668,,,2.8871326,101.7919792
Tadika Sri Sedaya Sdn. Bhd.,"Persiaran Kewajipan, Usj 8, 47610 Subang Jaya, Selangor",47610,Selangor,Subang Jaya,+60 3-5632 5054,,,3.0460538,101.5902757
Kindergarten Kota Kemuning,"1, Jalan Anggerik Doritis 31/138, Kota Kemuning, 40460 Shah Alam, Wilayah Persekutuan",40460,Wilayah Persekutuan,Shah Alam,+60 3-5122 3871,,,2.9833086,101.5387343
Little Caliphs Playschool,"3A, P15, Jln Diplomatik, Presint 15, 62050 Putrajaya, Wilayah Persekutuan Putrajaya",62050,Putrajaya,Putrajaya,+60 10-225 7359,casahomedeco.my@gmail.com,,2.9448999,101.7210639
BloomSpace Jenjarom,"3, Jln 2/4, Taman Sri Jaromas, 42600 Jenjarom, Selangor",42600,Selangor,Jenjarom,+60 17-933 0324,,,2.8754432,101.5017495
Kid's Cove Kindergarten @Kuala Lumpur,"125, Jalan Bukit Pantai, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",59100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 12-401 7172,kidscovebangsar@gmail.com,,3.1311673,101.6646295
Little Hands Preschool & Daycare Centre @Sentul Point KL,"A1-30, 8, Jln Sentul Pasar, Sentul Point, 51000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",51000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 10-200 3406,enquiry@littlehands.com.my,,3.2022645,101.6884733
Taska Jauza Cilik,"Jalan Semenyih Indah 8, Taman Semenyih Indah, 43500 Semenyih, Selangor",43500,Selangor,Semenyih,+60 11-5918 2014,jauzacilik@gmail.com,,2.9456343,101.8341951
Uniqkids Child Care Centre,"22A, 2, Jalan PJU 7/16, Mutiara Damansara, 47810 Petaling Jaya, Selangor",47810,Selangor,Petaling Jaya,+60 11-5408 2500,gkloof@gmail.com,Guillaume Kloof,3.1591899,101.6025895
Pasti Wadi Sofea,"Kapar, Batu 6 ½, Selangor",,Selangor,Kapar,+60 17-233 9915,,,3.156906,101.330681
Tadika & SRI Terang Hati Taman Saujana KLIA,"62-1 & 62A-1, Jalan Saujana 1/B, Taman Saujana KLIA, 43900 Sepang, Selangor",43900,Selangor,Sepang,+60 19-228 4282,,,2.8191346,101.6877406
Little Caliphs Jalan Astaka,"NO 28, G & 1, Jalan Astaka 5/KU2, Bandar Bukit Raja, 41050 Klang, Selangor",41050,Selangor,Klang,+60 3-3359 0024,k.arau@littlecaliphs.edu.my,,3.0899447,101.4516013
"Dragonfly The Leaders Vista Valley, Semenyih","5, Jalan Vista Valley 1, Vista Valley, 43500 Semenyih, Selangor",43500,Selangor,Semenyih,+60 10-816 2277,dragonflyeducational@hotmail.com,,2.9588049,101.8394412
BRIGHT KIDS BANDAR SUNWAY,,,,,+60 17-280 3736,h.weiner@4gig.com,Howard Weiner,3.0782296,101.6109765
Tadika Junior Ilmu Ceria,"258, Jalan Middle, Kampung Baru Sungai Buloh, 40160 Shah Alam, Selangor, Malaysia, 47000 Sungai Buloh",47000,Selangor,Sungai Buloh,+60 16-640 8661,,,3.1975597,101.5638407
Beaconhouse Pre-school @ Gamuda Gardens,"Lot 3825 & 3826 Jalan Sg. Serai, Jalan Kampung Sungai Serai, 48050 Rawang, Selangor",48050,Selangor,Rawang,+60 3-6087 7659,puchong@beaconhouse.edu.my,,3.2781417,101.5452287
Little Caliphs Pulau Indah. Islamic Kindergarten Pelabuhan Klang,"40KS, Tadika Little Caliphs Pulau Indah.2, 13, Persiaran Masjid Sultan, Kampung Perigi Nenas, 42920 Pulau Indah, Selangor",42920,Selangor,Pulau Indah,+60 13-607 1447,pulauindah@littlecaliphs.edu.my,,2.9240921,101.3066823
Al Baghdadi Playtime Centre Kota Bayuemas,"Bayuemas, 41200 Klang, Selangor",41200,Selangor,Klang,+60 12-955 5935,,,2.9759508,101.445482
Golden Cradle Kindergarden,"Dataran Perniagaan, Jalan Dataran Cheras 2, Dataran Perniagaan Cheras, 43200 Cheras, Selangor",43200,Selangor,Cheras,+60 18-292 8965,,,3.0351556,101.7629171
Blissdale Montessori Preschool,"Block D, Perdana, Plaza Arkadia, D-1-7, 3, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 11-2326 3303,blissdalemontessori@gmail.com,,3.187411,101.6355462
"Tabika Kemas Bukit Aman 1,2,3,4","Tabika Kemas Bukit Aman 1,2,3,4 , JKR 4444 BEREK POLIS, Jln. Bukit Aman, 50560 Kuala Lumpur, Federal Territory of Kuala Lumpur",50560,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 19-237 9502,,,3.1474114,101.6902363
"BRIGHT KIDZ CHILD CARE CENTRE, KAJANG","18, Taman, Jalan Vista Emas 4a, Vista Emas, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 12-337 3954,,,2.9464256,101.7953788
"Genius Aulad Rantau Panjang, Klang","No 3.1 & No 5, 1, Jln Rantau Panjang, 42100 Klang, Selangor",42100,Selangor,Klang,+60 10-226 1703,thoriq@synchronet.com.my,,3.0711938,101.4113855
PUSAT JAGAAN KASIH QUE,"Jalan UP 1/1C, Ukay Perdana, 68000 Ampang, Selangor",68000,Selangor,Ampang Jaya,+60 13-337 1799,,,3.2064215,101.7791473
Little Seedlings Kindergarten,"8, Jalan Puteri 10/17a, Bandar Puteri, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 12-974 7184,littleseedlings.kindie@gmail.com,,3.0062028,101.626078
Tadika Krista @ Subang Murni,"48, Jalan Zuhrah U5/162, Taman Subang Murni, 40150 Shah Alam, Selangor",40150,Selangor,Shah Alam,+60 3-7842 1604,,,3.1599801,101.5443199
Tadika ABS Luqman Putra Perdana,"No49, Jalan Putra Perdana 8/2, Taman Putra Perdana, 47100 Puchong, Selangor",47100,Selangor,Puchong,+60 11-1931 5065,,,2.9401874,101.6073434
CIC Where Leaders Are Born Bandar Baru Selayang,"No 10B, 2nd Floor, Jalan 2/8 Pusat Bandar Baru Selayang, 68100 Batu Caves, Selangor",68100,Selangor,Batu Caves,+60 16-205 2940,,,3.2558198,101.6566069
Taska Inspirasi Minda Bestari,"30, Jalan Pinggiran Putra 4A/8, Desa Pinggiran Putra, 43000 Kajang, Desa Pinggiran Putra, 43000 Sepang, Selangor",43000,Selangor,Sepang,+60 19-578 5644,,,2.8993659,101.7075295
Happy Hive Bangi Sentral,"Pusat, 3-1-1, Jalan Medan Pb 1a, Seksyen 9, 43650 Bandar Baru Bangi, Selangor",43650,Selangor,Bandar Baru Bangi,+60 12-426 2940,,,2.9605974,101.753476
3Q MRC Junior Damansara,"28, Jalan 19/22, Seksyen 19, 46300 Petaling Jaya, Selangor",46300,Selangor,Petaling Jaya,+60 18-228 9688,,,3.1269141,101.6274813
Taska Sri Jaya,"52, Jalan SS 25/27, Taman Mayang, 47301 Petaling Jaya, Selangor",47301,Selangor,Petaling Jaya,+60 3-7880 9120,neva.cooper@gmail.com,Neva Cooper,3.1147792,101.5963688
Kidtime Kemuning Utama,"3&4, Jalan Kemuning Indah S32/S, Kemuning Utama, 40400 Shah Alam, Selangor",40400,Selangor,Shah Alam,+60 10-228 8086,,,3.0085167,101.5248511
"Smart Reader Kids Wangsa Melawati, Kuala Lumpur","Dataran Wangsa Melawati, 10-1, Lor Dataran Wangsa, Wangsa Melawati, 53300 Kuala Lumpur, Federal Territory of Kuala Lumpur",53300,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 14-353 1214,smartreaderindo@gmail.com,,3.2078851,101.7419189
Taska Bondamama Ilham Zarif Presint 11 Jati Bukit,"15, Jalan Jati Bukit P11/8, Presint 11, 62300 Putrajaya, Wilayah Persekutuan Putrajaya",62300,Putrajaya,Putrajaya,+60 12-604 8458,,,2.9578193,101.6678093
Tadika Suria Aman,"23, Jalan Nova U5/67, Subang Bestari, 40150 Shah Alam, Selangor",40150,Selangor,Shah Alam,+60 3-7832 3862,admin@suriaaman.edu.my,,3.1799391,101.5402213
Pusat Jagaan Charis Shining Stars Sdn Bhd,"Tadika, 1, Jalan Siput 1, Taman Billion, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",56000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-9133 2201,charisshiningstars@gmail.com,,3.0970855,101.7358475
KEEDSFLIX SUNWAY KAYANGAN,"5, Jalan Ungu U9/27, Sunway Kayangan, 40150 Shah Alam, Selangor",40150,Selangor,Shah Alam,+60 11-5870 8563,,,3.1303604,101.516333
Sunshinewink Infant & Toddler Centre,"17-1, Jalan Sentosa Villa 1/1, Taman sentosa villa, 43000 Kajang, Selangor",43000,Selangor,Kajang,+60 10-363 0889,,,2.9946133,101.7940688
Tadika Islam Masjid Negara,"Jalan Perdana, Wilayah Persekutuan, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",50480,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-2693 7784,,,3.1414767,101.6911541
The children's house Montessori Bukit Jalil City,"Signature Shop Office, K3A-1 & K3A-M, Persiaran Jalil 1, Bukit Jalil, 57000 Kuala Lumpur",57000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 18-232 2699,contact@thechildrenshouse.com.my,,3.0534283,101.6709335
Tadika Cerdik Kreatif,"G17A, PV13, Platinum Lake Condo, 1, Taman Danau Kota,, Jalan Danau Saujana 2, Taman Danau Kota, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",53300,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-4144 4344,ritawkw@yahoo.com,,3.2015627,101.7149813
Tadika Suci Ria (Kepong),"52100 Kuala Lumpur, Federal Territory of Kuala Lumpur",52100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 3-6256 3990,tciskl.info@tzuchi.edu.my,,3.2098194,101.6494424
D Sayang Ku (D Loving Children Day Care Centre),"93, Jalan Manisan, Bandar Baru Sri Petaling, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",57000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 16-331 9062,,,3.0716279,101.6796198
Tadika Seri Kuntum,"Jln SP 3/18, Bandar Saujana Putra, Selangor, Malaysia",,Selangor,MY,+60 17-468 1844,harmonie@q-dees.com,Harmonie Ngooi,2.9499587,101.5753481
The children's house Montessori Mutiara Damansara,"Level 1, 1, Jalan PJU 7/12, Mutiara Damansara, 47800 Petaling Jaya, Selangor",47800,Selangor,Petaling Jaya,+60 18-232 2699,contact@thechildrenshouse.com.my,,3.1578306,101.60358
CIC Where Leaders Are Born Bukit Antarabangsa,"61, Jalan Wangsa 1 Taman Wangsa Ukay, Bukit Antarabangsa, 68000 Ampang, Selangor",68000,Selangor,Ampang Jaya,+60 3-4162 5006,,,3.1899752,101.7701639
Toddler Town International Preschool,"E/01/16A, Plaza, No.2, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur",50480,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 11-1445 3056,info@toddlertown.com.my,,3.1658693,101.6511934
Persatuan Perlindungan Alam Sekitar Malaysia,"17, Jalan SS 2/53, SS 2, 47300 Petaling Jaya, Selangor",47300,Selangor,Petaling Jaya,+60 3-7875 7767,,,3.1169272,101.6202159
Dzul Iman Smart Khalifah Bukit Rimau,"2, Jalan Sungai Congkak 32/50a, Bukit Rimau, 40460 Shah Alam, Selangor",40460,Selangor,Shah Alam,+60 19-219 1615,ofisadmin@dzuliman.com,,2.9942592,101.5260685
Love & Laugh Infant Care and Preschool (Setia Alam),"U13, 26-1 & 26-2 Jalan Setia Dagang AK Seksyen, Setia Alam, 40170 Shah Alam, Selangor",40170,Selangor,Shah Alam,+60 17-279 7061,ecomajestic.loveandlaugh@gmail.com,,3.1074335,101.4689644
Tadika Cahaya Fawwaz,"Bandar Baru Sungai Buloh, 47000 Sungai Buloh, Selangor",47000,Selangor,Sungai Buloh,+60 13-358 2712,,,3.2154097,101.5683459
Tadika Bistari Mulia,"101, Jalan Makmur, Taman Mulia, 56000 Kuala Lumpur, WP Kuala Lumpur",56000,WP Kuala Lumpur,Kuala Lumpur,+60 3-9171 0198,,,3.0876065,101.7169357
British Montessori @ Lakeside Littleschool,"7, Jalan Paladium Tiga 7/33c, Seksyen 7, 40000 Shah Alam, Selangor",40000,Selangor,Shah Alam,+60 16-757 0861,britishmontessorikindi@gmail.com,,3.0723171,101.4942873
Little Playschool,"17-2, KL Traders Square, 99, Jln Gombak, Setapak, 53000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",53000,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 13-719 6140,,,3.2029661,101.7030828
E.L. Preschool Southville City,"C-01-23, Savanna Lifestyle Retail, Jalan BBLS 2, Bandar Baru Lembah Selatan, 43800 Dengkil, Selangor",43800,Selangor,Dengkil,+60 11-1051 6736,sbheducation.net@gmail.com,,2.9021896,101.7649271
Tadika Detik Manja,"31-1, Jalan Tun Teja 1, Taman Tun Teja, 48000 Rawang, Selangor",48000,Selangor,Rawang,+60 17-254 3380,,,3.2979076,101.5918591
Al Baghdadi Playtime Centre Presint 8,"Presint 8, 62250 Putrajaya",62250,Putrajaya,Putrajaya,+60 17-370 4931,,,2.9252356,101.6790392
A Star Kids Montessori Pre School,"Damai Circles, 138G, Jln Damai Raya 2, Alam Damai, 56000 Cheras, Wilayah Persekutuan Kuala Lumpur",56000,Federal Territory of Kuala Lumpur,Cheras,+60 10-888 8362,info@astarkids.com,,3.0677863,101.7423899
Taski Al- Firdaus,"Lot 3606, Lorong Haji Yusof, Seksyen 30, 40460 Shah Alam, Selangor",40460,Selangor,Shah Alam,+60 19-379 7113,,,2.976327,101.514977
Tadika Dzul Iman Alam Impian,"41-A Jalan Panglima Hitam M35/M, Seksyen 35, Alam Impian, 40470 Shah Alam, Selangor",40470,Selangor,Shah Alam,+60 16-680 1881,ofisadmin@dzuliman.com,,3.0260726,101.5159784
Q-dees M-Residence,"Taman M-Residence, 1, Jln MR 1/2, 48020 Rawang, Selangor",48020,Selangor,Rawang,+60 17-607 5604,qdees.mresidence@gmail.com,,3.3185422,101.5086077
Tadika Seri Cahaya Ria S/B,"130, Jalan Wawasan 3/7, Pusat Bandar Puchong, 47160 Puchong, Selangor",47160,Selangor,Puchong,+60 12-575 3313,,,3.0330112,101.6204036
Kindergarten Vjeruj,"No 12, Jln Cahaya 14, Taman Cahaya, 68000 Ampang, Selangor",68000,Selangor,Ampang Jaya,+60 19-648 1329,,,3.1447277,101.7589209
KinderKaizen Gombak,"No 13A-1F & 13A, MG Point, 2F, Pinggiran Mutiara Utama, Mutiara Gombak 1, 53100 Kuala Lumpur, Federal Territory of Kuala Lumpur",53100,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 13-204 4038,kinderkaizen@gmail.com,,3.237334,101.7170221
TIBEST Lestari Perdana,"2-1, Jalan LP 3/5, Lestari Perdana, 43300 Seri Kembangan, Selangor",43300,Selangor,Seri Kembangan,+60 10-787 4140,tibest.lestprime@gmail.com,,2.9996662,101.6655536
Tadika Sensori,"1, Jalan USJ 11/3d, Usj 11, 47620 Subang Jaya, Selangor",47620,Selangor,Subang Jaya,+60 3-5637 3915,,,3.045891,101.5797875
Pusat Transit Darul Hasanah • PTDH,"Lot 3686, Jalan Nenas, Kampung Meru Barat, 42200 Kapar, Selangor",42200,Selangor,Kapar,+60 11-5785 7456,,,3.141058,101.4113929
Pasti Mesra Al Ikhwan Ampang Campuran,"AG-13A, Apartment Mesra Villa, Jalan Ikan Emas, Kampung Ampang Campuran, 68000 Ampang, Selangor",68000,Selangor,Ampang Jaya,+60 18-907 5662,mesra.alikhwan@gmail.com,,3.1323772,101.7726371
Pusat Jagaan Manja 子心安亲补习中心,"33, Jalan USJ 1/4c, Taman Subang Mewah, 47650 Subang Jaya, Selangor",47650,Selangor,Subang Jaya,+60 19-219 1228,,,3.0504326,101.6010532
KEEDSFLIX PUTRA HEIGHTS,"26, Jalan Putra Mahkota 7/8d, Pusat Bandar Putra Point, 47650 Subang Jaya, Selangor",47650,Selangor,Subang Jaya,+60 19-228 5148,,,2.9917778,101.5722033
Q-dees USJ4,"2, Jalan USJ 4/9d, Usj 4, 47600 Subang Jaya, Selangor",47600,Selangor,Subang Jaya,+60 16-203 9273,,,3.0463739,101.5757416
TADIKA LITTLE CALIPHS SIJANGKANG,"16, Jalan Permai, Taman Desa Sijangkang, 42500 Telok Panglima Garang, Selangor",42500,Selangor,Telok Panglima Garang,+60 10-539 8936,neurokhalifah@gmail.com,,2.9404871,101.4709423
Tadika Aladdin,"No. 2, Jalan SS5D/5, Ss 5, 47300 Petaling Jaya, Selangor",47300,Selangor,Petaling Jaya,+60 3-7876 3486,,,3.1062348,101.6086757
Tadika Genius Iman,"177, Jalan Elektron U16/89, Denai Alam, 40160 Shah Alam, Selangor",40160,Selangor,Shah Alam,+60 12-543 7695,,,3.1548151,101.5166585
Taska Anak Pintar KDN Damansara,"69, Jalan Sri Hartamas 1, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",50480,Federal Territory of Kuala Lumpur,Kuala Lumpur,+60 6-233 9944,admin@anakpintarcentre.com,,3.1672697,101.6678596
Tadika Anjung Sari,"1, Jalan USJ 11/4j, Usj 11, 47600 Subang Jaya, Selangor",47600,Selangor,Subang Jaya,+60 3-5637 3567,,,3.046255,101.576419
Budak Genius 'n' Friends,"No 41-1 & 43-1, Jalan Lagenda Suria 1, Taman Lagenda Suria, 43100 Hulu Langat, Selangor",43100,Selangor,Hulu Langat,+60 12-225 5660,budakgenius2020@gmail.com,,3.0979075,101.8011033
Tadika Kasih Pesona,"1, Jalan Cokmar 2e, Mutiara Bukit Raja, 41050 Klang, Selangor",41050,Selangor,Klang,+60 12-211 3536,,,3.0778702,101.4496995
"Smart Reader Kids Plus Plus Alam Impian, Shah Alam","45-A, Jalan Panglima Hitam M35/M, Alam Impian, 40470 Shah Alam, Selangor",40470,Selangor,Shah Alam,+60 11-6392 8035,smartreaderindo@gmail.com,,3.0258978,101.5160268
Tadika Mentari Riang 小太阳幼儿园,"Block D-G-7, Dataran Puchong, Jalan PU 7/1a, Taman Puchong Utama, 47140 Puchong, Selangor",47140,Selangor,Puchong,+60 12-233 8334,,,2.9902556,101.6169128
GIS KIDS PRESCHOOL 2,"26, Jln 1/4 Laman Delfina, Nilai Impian, 71800 Nilai, Negeri Sembilan",71800,Negeri Sembilan,Nilai,+60 10-447 6707,,,2.8501642,101.7988809
Tadika Integrasi Al Rifaie Prima Sri Gombak,"15-1, Jalan Prima SG 1, Prima Seri Gombak, 68100 Batu Caves, Selangor",68100,Selangor,Batu Caves,+60 19-900 0121,,,3.2384172,101.6997373
Tadika Menara Ilmu,"40000, 78, Jalan Platinum 7/47, Seksyen 7, 40000 Shah Alam, Selangor",40000,Selangor,Shah Alam,+60 13-226 7102,,,3.0825446,101.4922088
Little Caliphs Kota Warisan,"No. 61-1, Jln Warisan Sentral 1, Kota Warisan, 43900 Sepang, Selangor",43900,Selangor,Sepang,+60 17-870 1921,hjroslan.littlecaliphs@gmail.com,,2.8210965,101.6940679
